id:ID,Label,name
5505,Company,中文在线数字出版集团股份有限公司
5506,Company,天涯社区网络科技股份有限公司
5507,Company,南威软件股份有限公司
5508,Company,北京科诺伟业科技股份有限公司
5509,Company,深圳市共进电子股份有限公司
5510,Company,深圳市明微电子股份有限公司
5511,Company,北京优朋普乐科技有限公司
5512,Company,浙江我武生物科技股份有限公司
5513,Company,北京首航艾启威节能技术股份有限公司
5514,Company,河北工大科雅能源科技股份有限公司
5515,Company,深圳麦格米特电气股份有限公司
5516,Company,江苏紫天传媒科技股份有限公司
5517,Company,阳光电源股份有限公司
5518,Company,上海财安金融服务集团股份有限公司
5519,Company,武汉联宇技术股份有限公司
5520,Company,杭州宏杉科技股份有限公司
5521,Company,北京亿赛通科技发展有限责任公司
5522,Company,深圳兆日科技股份有限公司
5523,Company,富盛科技股份有限公司
5524,Company,迪瑞医疗科技股份有限公司
5525,Company,博雅生物制药集团股份有限公司
5526,Company,浙江晶盛机电股份有限公司
5527,Company,上海保隆汽车科技股份有限公司
5528,Company,江苏亚奥科技股份有限公司
5529,Company,朗新科技股份有限公司
5530,Company,上海聚胜万合广告有限公司
5531,Company,湖南一特电子医用工程股份有限公司
5532,Company,浙江厚达智能科技股份有限公司
5533,Company,上海光维通信技术股份有限公司
5534,Company,深圳市盛弘电气股份有限公司
5535,Company,车音智能科技有限公司
5536,Company,河南省日立信股份有限公司
5537,Company,珠海安联锐视科技股份有限公司
5538,Company,神思电子技术股份有限公司
5539,Company,长鹰信质科技股份有限公司
5540,Company,科大讯飞股份有限公司
5541,Company,深圳晶福源科技股份有限公司
5542,Company,常州爱尔威智能科技有限公司
5543,Company,深圳市凯立德科技股份有限公司
5544,Company,上海银行股份有限公司
5545,Company,浙江华是科技股份有限公司
5546,Company,杭州远方光电信息股份有限公司
5547,Company,重庆建工集团股份有限公司
5548,Company,深圳市海云天科技股份有限公司
5549,Company,上海电气集团股份有限公司
5550,Company,江苏东华测试技术股份有限公司
5551,Company,浙江好络维医疗技术有限公司
5552,Company,国泰君安证券股份有限公司
5553,Company,北京蓝汛通信技术有限责任公司
5554,Company,深圳市佳创视讯技术股份有限公司
5555,Company,伟景行科技股份有限公司
5556,Company,鼎捷软件股份有限公司
5557,Company,深圳市慧视通科技股份有限公司
5558,Company,万得信息技术股份有限公司
5559,Company,新开普电子股份有限公司
5560,Company,荣科科技股份有限公司
5561,Company,北京致远互联软件股份有限公司
5562,Company,深圳市洲明科技股份有限公司
5563,Company,上海翰鑫信息科技有限公司
5564,Company,北京墨迹风云科技股份有限公司
5565,Company,常州星宇车灯股份有限公司
5566,Company,中联重科股份有限公司
5567,Company,北京海林节能科技股份有限公司
5568,Company,水木源华电气有限公司
5569,Company,上海良信电器股份有限公司
5570,Company,常州铭赛机器人科技股份有限公司
5571,Company,鹏博士电信传媒集团股份有限公司
5572,Company,广州明珞汽车装备有限公司
5573,Company,天津瑞发科半导体技术有限公司
5574,Company,江苏北人机器人系统股份有限公司
5575,Company,赛特斯信息科技股份有限公司
5576,Company,芜湖伯特利汽车安全系统股份有限公司
5577,Company,深圳市倍泰健康测量分析技术有限公司
5578,Company,深圳嘉力达节能科技有限公司
5579,Company,深圳震有科技股份有限公司
5580,Company,宁波柯力传感科技股份有限公司
5581,Company,上海欣影电力科技股份有限公司
5582,Company,青岛海容商用冷链股份有限公司
5583,Company,浙江东南网架股份有限公司
5584,Company,东方明珠新媒体股份有限公司
5585,Company,山东星科智能科技股份有限公司
5586,Company,北京依科曼生物技术股份有限公司
5587,Company,上海瀚银信息技术有限公司
5588,Company,广州银汉科技有限公司
5589,Company,皓月汽车安全系统技术股份有限公司
5590,Company,北京必创科技股份有限公司
5591,Company,深圳市朗驰欣创科技股份有限公司
5592,Company,北京捷通华声科技股份有限公司
5593,Company,广州亨龙智能装备股份有限公司
5594,Company,厦门市凌拓通信科技有限公司
5595,Company,北京开心人信息技术有限公司
5596,Company,深圳市博瑞得科技有限公司
5597,Company,上海悦易网络信息技术有限公司
5598,Company,北京明日时尚信息技术有限公司
5599,Company,安徽三联交通应用技术股份有限公司
5600,Company,厦门金牌厨柜股份有限公司
5601,Company,江苏安靠智能输电工程科技股份有限公司
5602,Company,小米科技有限责任公司
5603,Company,深圳市珍爱网信息技术有限公司
5604,Company,广东铂亚信息技术有限公司
5605,Company,北京东土科技股份有限公司
5606,Company,北京华胜天成科技股份有限公司
5607,Company,上海寰创通信科技股份有限公司
5608,Company,深圳开立生物医疗科技股份有限公司
5609,Company,上海润欣科技股份有限公司
5610,Company,四川华体照明科技股份有限公司
5611,Company,北京知道创宇信息技术股份有限公司
5612,Company,深圳市斯凯荣科技有限公司
5613,Company,深圳华意隆电气股份有限公司
5614,Company,上海真灼科技股份有限公司
5615,Company,北京三快科技有限公司
5616,Company,江山欧派门业股份有限公司
5617,Company,有米科技股份有限公司
5618,Company,上海缔安科技股份有限公司
5619,Company,北京汇影互联科技有限公司
5620,Company,永艺家具股份有限公司
5621,Company,重庆小康工业集团股份有限公司
5622,Company,万兴科技集团股份有限公司
5623,Company,西安爱科赛博电气股份有限公司
5624,Company,东莞铭普光磁股份有限公司
5625,Company,上海灿星文化传媒股份有限公司
5626,Company,上海医药集团股份有限公司
5627,Company,广东生益科技股份有限公司
5628,Company,北京真视通科技股份有限公司
5629,Company,石家庄科林电气股份有限公司
5630,Company,北京深演智能科技股份有限公司
5631,Company,龙芯中科技术有限公司
5632,Company,南京奥联汽车电子电器股份有限公司
5633,Company,医惠科技有限公司
5634,Company,深圳市景阳科技股份有限公司
5635,Company,暴风集团股份有限公司
5636,Company,深圳市金百泽电子科技股份有限公司
5637,Company,西安金源电气股份有限公司
5638,Company,深圳市盛阳科技股份有限公司
5639,Company,深圳市英威诺科技有限公司
5640,Company,珠海润都制药股份有限公司
5641,Company,珠海派诺科技股份有限公司
5642,Company,北京安控科技股份有限公司
5643,Company,汇纳科技股份有限公司
5644,Company,北京联飞翔科技股份有限公司
5645,Company,北京美餐巧达科技有限公司
5646,Company,上海图聚智能科技股份有限公司
5647,Company,杭州浙达精益机电技术股份有限公司
5648,Company,深圳市蓝海华腾技术股份有限公司
5649,Company,南京亚派科技股份有限公司
5650,Company,北京正安维视科技股份有限公司
5651,Company,北京思特奇信息技术股份有限公司
5652,Company,超讯通信股份有限公司
5653,Company,天翼视讯传媒有限公司
5654,Company,北京升哲科技有限公司
5655,Company,陕西识代运筹信息科技股份有限公司
5656,Company,北京华环电子股份有限公司
5657,Company,上海合煦信息科技有限公司
5658,Company,北京金山云网络技术有限公司
5659,Company,无锡市尚沃医疗电子股份有限公司
5660,Company,北京理想固网科技股份有限公司
5661,Company,杭州树熊网络有限公司
5662,Company,厦门神州鹰软件科技有限公司
5663,Company,北京悦畅科技有限公司
5664,Company,广州酷狗计算机科技有限公司
5665,Company,湖南康通电子股份有限公司
5666,Company,北京中科联众科技股份有限公司
5667,Company,威海市天罡仪表股份有限公司
5668,Company,北京智游网安科技有限公司
5669,Company,四联智能技术股份有限公司
5670,Company,上海拍拍贷金融信息服务有限公司
5671,Company,上海北斗卫星导航平台有限公司
5672,Company,上海波汇科技有限公司
5673,Company,浙江新再灵科技股份有限公司
5674,Company,光明乳业股份有限公司
5675,Company,北京小桔科技有限公司
5676,Company,北京文安智能技术股份有限公司
5677,Company,欧普照明股份有限公司
5678,Company,北京信诺达泰思特科技股份有限公司
5679,Company,广州亿程交通信息有限公司
5680,Company,北京兆易创新科技股份有限公司
5681,Company,苏宁易购集团股份有限公司
5682,Company,苏州麦迪斯顿医疗科技股份有限公司
5683,Company,华电国际电力股份有限公司
5684,Company,常州易控汽车电子股份有限公司
5685,Company,贵州久联民爆器材发展股份有限公司
5686,Company,深圳市柔宇科技有限公司
5687,Company,深圳古瑞瓦特新能源股份有限公司
5688,Company,武汉飞恩微电子有限公司
5689,Company,深圳市佳信捷技术股份有限公司
5690,Company,北京乐动卓越科技有限公司
5691,Company,苏州艾隆科技股份有限公司
5692,Company,诚邦生态环境股份有限公司
5693,Company,先临三维科技股份有限公司
5694,Company,四川新力光源股份有限公司
5695,Company,海通证券股份有限公司
5696,Company,泰瑞机器股份有限公司
5697,Company,苏州科达科技股份有限公司
5698,Company,北京字节跳动科技有限公司
5699,Company,深圳市销邦科技股份有限公司
5700,Company,深圳市泰久信息系统股份有限公司
5701,Company,深圳市索菱实业股份有限公司
5702,Company,新华网股份有限公司
5703,Company,武汉光谷信息技术股份有限公司
5704,Company,苏州光格设备有限公司
5705,Company,美的集团股份有限公司
5706,Company,北京拓明科技有限公司
5707,Company,北京金山顶尖科技股份有限公司
5708,Company,北京新雷能科技股份有限公司
5709,Company,惠州市德赛西威汽车电子股份有限公司
5710,Company,武汉领普科技有限公司
5711,Company,功夫动漫股份有限公司
5712,Company,广州酷旅旅行社有限公司
5713,Company,天津南大通用数据技术股份有限公司
5714,Company,科大国创软件股份有限公司
5715,Company,勤智数码科技股份有限公司
5716,Company,无锡威孚高科技集团股份有限公司
5717,Company,广州都市圈网络科技有限公司
5718,Company,广州市井源机电设备有限公司
5719,Company,佳都新太科技股份有限公司
5720,Company,常州市建筑科学研究院集团股份有限公司
5721,Company,浙江陆特能源科技股份有限公司
5722,Company,江苏数赢云网络科技有限公司
5723,Company,深圳市易图资讯股份有限公司
5724,Company,苏州云学时代科技有限公司
5725,Company,武汉光庭信息技术股份有限公司
5726,Company,老肯医疗科技股份有限公司
5727,Company,北京容联易通信息技术有限公司
5728,Company,广东拓斯达科技股份有限公司
5729,Company,广东马上信息科技有限公司
5730,Company,优刻得科技股份有限公司
5731,Company,上海大不自多信息科技有限公司
5732,Company,浙江汉朔电子科技有限公司
5733,Company,北京智慧图科技有限责任公司
5734,Company,上海流利说信息技术有限公司
5735,Company,江苏卓易信息科技股份有限公司
5736,Company,北京思创银联科技股份有限公司
5737,Company,北京搜狗科技发展有限公司
5738,Company,上海迈外迪网络科技有限公司
5739,Company,深圳市鼎芯无限科技有限公司
5740,Company,广东南方新媒体股份有限公司
5741,Company,北京蓝色光标数据科技股份有限公司
5742,Company,杭州奥腾电子股份有限公司
5743,Company,无锡日联科技股份有限公司
5744,Company,上海智位机器人股份有限公司
5745,Company,河南森源电气股份有限公司
5746,Company,西安航天华迅科技有限公司
5747,Company,深圳市建装业集团股份有限公司
5748,Company,大连成者科技有限公司
5749,Company,深圳市房多多网络科技有限公司
5750,Company,安华智能股份公司
5751,Company,苏州众言网络科技股份有限公司
5752,Company,上海桑锐电子科技股份有限公司
5753,Company,苏州金螳螂建筑装饰股份有限公司
5754,Company,宁波智轩物联网科技有限公司
5755,Company,天奇自动化工程股份有限公司
5756,Company,北京易汇众盟网络技术有限公司
5757,Company,杭州智诺科技股份有限公司
5758,Company,福建省闽保信息技术股份有限公司
5759,Company,杭州沃镭智能科技股份有限公司
5760,Company,深圳市通产丽星股份有限公司
5761,Company,上海爱数信息技术股份有限公司
5762,Company,北京明朝万达科技股份有限公司
5763,Company,北京北科天绘科技有限公司
5764,Company,基蛋生物科技股份有限公司
5765,Company,北京梆梆安全科技有限公司
5766,Company,福建永福电力设计股份有限公司
5767,Company,苏州清睿教育科技股份有限公司
5768,Company,北京青云科技股份有限公司
5769,Company,北京博雅立方科技有限公司
5770,Company,天津深之蓝海洋设备科技有限公司
5771,Company,无锡华云数据技术服务有限公司
5772,Company,北京极科极客科技有限公司
5773,Company,深圳矽递科技股份有限公司
5774,Company,黑龙江中联慧通智联网科技股份有限公司
5775,Company,深圳市虚拟现实科技有限公司
5776,Company,上海琥崧智能科技股份有限公司
5777,Company,北京太奇教育科技股份有限公司
5778,Company,成都深泉科技有限公司
5779,Company,上海陆家嘴国际金融资产交易市场股份有限公司
5780,Company,北京爱智尚科技有限公司
5781,Company,北京易掌云峰科技有限公司
5782,Company,上海数慧系统技术有限公司
5783,Company,互动派科技股份有限公司
5784,Company,东软熙康健康科技有限公司
5785,Company,佳禾智能科技股份有限公司
5786,Company,上海智臻智能网络科技股份有限公司
5787,Company,深圳左邻永佳科技有限公司
5788,Company,北京社区半径信息技术有限公司
5789,Company,上海美华系统有限公司
5790,Company,广东新大禹环境科技股份有限公司
5791,Company,高斯贝尔数码科技股份有限公司
5792,Company,深圳市智客网络科技有限公司
5793,Company,成都极企科技有限公司
5794,Company,北京金锐德路科技有限公司
5795,Company,武汉虹识技术有限公司
5796,Company,傲基科技股份有限公司
5797,Company,北京极海纵横信息技术有限公司
5798,Company,环旭电子股份有限公司
5799,Company,浙江正元智慧科技股份有限公司
5800,Company,浙江德马科技股份有限公司
5801,Company,北京运科网络科技有限公司
5802,Company,北京海博思创科技有限公司
5803,Company,深圳市百创网络科技有限公司
5804,Company,上海银商资讯有限公司
5805,Company,西安宝德自动化股份有限公司
5806,Company,上海蜂电网络科技有限公司
5807,Company,湖南华凯文化创意股份有限公司
5808,Company,上海正气信息科技有限公司
5809,Company,天津天堰科技股份有限公司
5810,Company,深圳市圆周率软件科技有限责任公司
5811,Company,四川奇石缘科技股份有限公司
5812,Company,瑞斯康达科技发展股份有限公司
5813,Company,合肥科大立安安全技术有限责任公司
5814,Company,武汉兰丁医学高科技有限公司
5815,Company,南京安讯科技有限责任公司
5816,Company,江苏车置宝信息科技股份有限公司
5817,Company,深圳精智达技术股份有限公司
5818,Company,北京千丁互联科技有限公司
5819,Company,北京创新伙伴教育科技有限公司
5820,Company,广州巨杉软件开发有限公司
5821,Company,江苏紫米电子技术有限公司
5822,Company,南京埃森环境技术股份有限公司
5823,Company,上海快仓智能科技有限公司
5824,Company,北京星图数网科技有限公司
5825,Company,河南省汇隆精密设备制造股份有限公司
5826,Company,北京诸葛云游科技有限公司
5827,Company,上海前隆信息科技有限公司
5828,Company,北京百分点信息科技有限公司
5829,Company,东华软件股份公司
5830,Company,武汉明德生物科技股份有限公司
5831,Company,掌阅科技股份有限公司
5832,Company,深圳减字科技有限公司
5833,Company,深圳市欣横纵技术股份有限公司
5834,Company,杭州鸟瞰智能科技股份有限公司
5835,Company,上海思岚科技有限公司
5836,Company,深圳市通拓科技有限公司
5837,Company,百融云创科技股份有限公司
5838,Company,杭州沃趣科技股份有限公司
5839,Company,武汉盈力科技股份有限公司
5840,Company,宁波韵升股份有限公司
5841,Company,浙大网新科技股份有限公司
5842,Company,浙江易网科技股份有限公司
5843,Company,广州瑞松智能科技股份有限公司
5844,Company,苏州瀚川智能科技股份有限公司
5845,Company,上海怡力信息科技股份有限公司
5846,Company,成都优艾维智能科技有限责任公司
5847,Company,深圳电通纬创微电子股份有限公司
5848,Company,宁波祈禧智能科技股份有限公司
5849,Company,江苏莱宝电力股份有限公司
5850,Company,中电科卫星导航运营服务有限公司
5851,Company,北京喂呦科技股份有限公司
5852,Company,广州趣丸网络科技有限公司
5853,Company,浙江每日互动网络科技股份有限公司
5854,Company,深圳市安和威电力科技股份有限公司
5855,Company,南京越博动力系统股份有限公司
5856,Company,深圳晶泰科技有限公司
5857,Company,哈尔滨九洲电气股份有限公司
5858,Company,西安盈谷网络科技有限公司
5859,Company,三安光电股份有限公司
5860,Company,上海天跃科技股份有限公司
5861,Company,深圳市汉科电子股份有限公司
5862,Company,长沙远大住宅工业集团股份有限公司
5863,Company,武汉大势智慧科技有限公司
5864,Company,深圳市杰普特光电股份有限公司
5865,Company,上海华谊集团股份有限公司
5866,Company,深圳市鲸仓科技有限公司
5867,Company,杭州叙简科技股份有限公司
5868,Company,深圳创达云睿智能科技有限公司
5869,Company,深圳市惟新科技股份有限公司
5870,Company,上海岂安信息科技有限公司
5871,Company,南京丰顿科技股份有限公司
5872,Company,易视腾科技股份有限公司
5873,Company,湖南飞沃新能源科技股份有限公司
5874,Company,科大国盾量子技术股份有限公司
5875,Company,北京京拍档科技股份有限公司
5876,Company,深圳市金刚蚁机器人技术有限公司
5877,Company,杭州思亿欧网络科技股份有限公司
5878,Company,成都天创微波技术股份有限公司
5879,Company,贵州白山云科技股份有限公司
5880,Company,中贝通信集团股份有限公司
5881,Company,深圳京龙睿信科技有限公司
5882,Company,深圳乐播科技有限公司
5883,Company,武汉极目智能技术有限公司
5884,Company,上海臻鼎健康科技有限公司
5885,Company,北京大数医达科技有限公司
5886,Company,北京爱其科技有限公司
5887,Company,苏州万龙电气集团股份有限公司
5888,Company,北京乐驾科技有限公司
5889,Company,北京大北农科技集团股份有限公司
5890,Company,玖富数科科技集团有限责任公司
5891,Company,温州金石机器人科技有限公司
5892,Company,广州凡拓数字创意科技股份有限公司
5893,Company,深圳思路名扬通讯技术股份有限公司
5894,Company,深圳市颖网科技股份有限公司
5895,Company,珠海英搏尔电气股份有限公司
5896,Company,东莞市盟大塑化科技有限公司
5897,Company,北京库客音乐股份有限公司
5898,Company,北京刷脸科技有限公司
5899,Company,西安奇妙电子科技有限公司
5900,Company,苏州随身玩信息技术有限公司
5901,Company,成都鹰明智通科技股份有限公司
5902,Company,上海绿联软件股份有限公司
5903,Company,杭州康晟健康管理咨询有限公司
5904,Company,杭州联汇科技股份有限公司
5905,Company,北京弘益热能科技股份有限公司
5906,Company,江苏慧眼数据科技股份有限公司
5907,Company,成都宜泊信息科技有限公司
5908,Company,深圳科甲技术有限公司
5909,Company,深圳市迈凯诺电气股份有限公司
5910,Company,宁夏电通物联网科技股份有限公司
5911,Company,武汉东智科技股份有限公司
5912,Company,北京数智源科技有限公司
5913,Company,深圳市大疆创新科技有限公司
5914,Company,杭州行至云起科技有限公司
5915,Company,苏州朗动网络科技有限公司
5916,Company,杭州涂鸦科技有限公司
5917,Company,上海家畅智能科技有限公司
5918,Company,上海磐合科学仪器股份有限公司
5919,Company,武汉蛋玩科技有限公司
5920,Company,北京天仕博科技有限公司
5921,Company,北京双髻鲨科技有限公司
5922,Company,福建瑞恒信息科技股份有限公司
5923,Company,上海蔚来汽车有限公司
5924,Company,上海拓攻机器人有限公司
5925,Company,广东领益智造股份有限公司
5926,Company,深圳法大大网络科技有限公司
5927,Company,珠海市小源科技有限公司
5928,Company,明阳智慧能源集团股份公司
5929,Company,宁德时代新能源科技股份有限公司
5930,Company,武汉微创光电股份有限公司
5931,Company,国脉科技股份有限公司
5932,Company,深圳市美兆环境股份有限公司
5933,Company,北京云集智造科技有限公司
5934,Company,北京伟景智能科技有限公司
5935,Company,上海金丘信息科技股份有限公司
5936,Company,北京雅森科技发展有限公司
5937,Company,广东嘉元科技股份有限公司
5938,Company,北京物灵科技有限公司
5939,Company,广州柏颐信息科技有限公司
5940,Company,北京郁金香伙伴科技有限公司
5941,Company,北京旷视科技有限公司
5942,Company,中创智维科技有限公司
5943,Company,杭州锣卜科技有限公司
5944,Company,深圳普门科技股份有限公司
5945,Company,上海拿森汽车电子有限公司
5946,Company,广州探迹科技有限公司
5947,Company,武汉烽火普天信息技术有限公司
5948,Company,上海易点时空网络有限公司
5949,Company,上海昆亚医疗器械股份有限公司
5950,Company,北京旷博生物技术股份有限公司
5951,Company,广州建通测绘地理信息技术股份有限公司
5952,Company,深圳市前海第四范式数据技术有限公司
5953,Company,北京首汽智行科技有限公司
5954,Company,青岛萨纳斯智能科技股份有限公司
5955,Company,深圳市科脉技术股份有限公司
5956,Company,河南锐利特计算机科技有限公司
5957,Company,二十一世纪空间技术应用股份有限公司
5958,Company,成都数联易康科技有限公司
5959,Company,北京若贝特智能机器人科技有限公司
5960,Company,无锡尚德太阳能电力有限公司
5961,Company,深圳市欧瑞博科技有限公司
5962,Company,深圳市捷顺科技实业股份有限公司
5963,Company,安徽天立泰科技股份有限公司
5964,Company,同信通信股份有限公司
5965,Company,深圳市瑞能实业股份有限公司
5966,Company,北京因果树网络科技有限公司
5967,Company,德展大健康股份有限公司
5968,Company,杭州博世数据网络有限公司
5969,Company,深圳市锐吉电子科技有限公司
5970,Company,深圳市快金数据技术服务有限公司
5971,Company,杭州云造科技有限公司
5972,Company,武汉理惠诚机器人科技有限公司
5973,Company,南京新立讯科技股份有限公司
5974,Company,上海晶赞融宣科技有限公司
5975,Company,广东省广告集团股份有限公司
5976,Company,北京费马科技有限公司
5977,Company,北京中科开迪软件有限公司
5978,Company,深圳市证通电子股份有限公司
5979,Company,杭州中恒电气股份有限公司
